Shaking fist (3 shakes)
Collecting data ...
YPR(deg)-X,YPR(deg)-Y,YPR(deg)-Z,Acceleration(g)-X,Acceleration(g)-Y,Acceleration(g)-Z
-159.7, -17.8, 18.1, -0.31, -0.41, -1.30
-86.2, -32.9, 87.3, 1.45, 0.64, -0.16
-40.1, 153.6, 129.1, 1.83, 1.74, 1.84
43.3, -127.2, 157.2, 1.84, -0.74, 1.77
-6.6, 167.4, 91.9, -1.24, 0.99, 0.10
-40.1, -162.8, 117.5, -0.11, -1.32, 0.69
32.4, 120.5, -105.0, -0.07, 1.99, 0.53
2.5, 85.5, 89.6, 0.32, -0.25, 0.00
32.2, 51.2, -63.7, 1.21, 1.50, -0.74
28.9, 150.3, 133.2, -0.96, -0.34, 0.31
-12.7, 146.2, 96.8, 1.03, 0.64, 0.40
11.8, 169.7, -117.2, -1.40, -1.49, 1.30
87.2, 150.2, 91.2, 1.36, 0.96, 0.06
18.1, 61.0, -82.8, 0.22, 1.58, -0.20
54.2, -166.5, -122.0, -0.06, -1.02, 1.86
-13.6, 37.9, -21.8, 1.70, 0.66, -1.64
19.6, 175.8, -154.6, -1.03, 0.68, 1.42
-35.3, 26.7, 39.5, 1.30, 1.76, 1.27
-26.5, 134.4, 107.1, 0.44, 1.47, 0.77
-99.1, 157.4, 176.4, -1.20, -0.04, 0.90
30.1, 137.5, 143.1, -1.69, -0.56, 0.76
5.9, -0.2, -84.6, -0.77, -1.59, -0.61
-55.4, 127.6, -167.4, 0.69, 0.46, -1.97
-49.8, -68.1, -55.4, 0.44, 0.35, -0.24
60.2, -112.2, -112.0, 0.84, 0.54, 0.22
-51.2, -153.6, -146.7, 0.67, 1.39, -1.88
17.3, -141.6, 104.6, 1.71, 1.19, 0.73
120.3, -179.6, 126.7, -0.59, -1.35, 1.01
-25.7, -95.7, -121.1, -1.33, 0.27, 0.17
Collecting data ...
YPR(deg)-X,YPR(deg)-Y,YPR(deg)-Z,Acceleration(g)-X,Acceleration(g)-Y,Acceleration(g)-Z
-55.3, -117.2, -159.6, 0.73, 0.26, 0.69
25.6, -54.6, 79.7, 1.84, -1.78, -0.32
-33.1, -109.0, 169.5, -1.75, -0.18, 1.00
-6.2, 19.1, 75.0, -1.73, 1.14, -0.77
-44.7, -132.3, -129.9, 0.29, 0.69, 0.58
64.5, 126.0, 170.3, 1.23, -0.25, 1.48
-6.5, -140.6, 120.4, 1.17, -1.97, 1.16
-17.8, 11.3, 75.4, -1.24, 1.43, -0.67
-77.6, -140.0, 94.0, 1.13, 1.80, 0.16
-87.5, -151.4, 109.4, 0.28, -1.75, 0.62
8.4, -172.5, 96.8, -0.48, -1.86, 0.22
70.7, 174.7, 146.5, -0.95, -1.02, 1.55
-23.6, 154.7, 105.2, -1.30, -1.04, 0.28
26.6, 150.3, -167.5, -1.73, 0.37, 1.61
34.0, 131.5, -129.4, 0.94, 1.57, 1.27
-41.2, -32.9, 25.5, 0.38, -0.74, -1.59
5.3, 34.9, -84.3, 1.82, -1.94, -0.21
87.8, 139.9, 126.3, 1.83, -1.37, 1.01
-70.4, 34.1, -88.4, 1.60, -1.33, -0.08
-8.3, -23.9, -57.7, 0.38, 1.86, -1.17
4.8, -135.1, -98.9, 1.84, -1.59, 0.37
29.0, 174.8, -150.1, -0.79, 1.19, -1.95
-30.8, -107.8, 129.7, 1.65, -0.54, 0.45
8.6, 5.0, 0.8, -0.67, -0.02, -1.59
12.9, -106.3, -167.7, 0.94, 0.09, 0.42
73.4, 141.9, -180.0, -1.69, 0.00, 1.44
29.8, 21.7, -60.5, -1.92, -1.05, -1.67
-39.5, 104.2, 110.1, -1.50, -1.17, 0.43
-27.8, 13.3, 70.5, -0.93, -1.41, -0.50
-29.2, -172.8, 93.6, -0.20, 0.81, 0.20
-49.5, -146.9, 121.3, 1.79, 0.86, 1.91
-29.2, 123.6, 127.8, 0.90, -1.32, 1.02
44.5, -82.9, 43.7, 0.57, -0.46, -0.47
-32.0, -180.0, 155.8, -0.72, -1.16, -1.45
52.9, 174.4, -126.5, -0.94, 1.64, 1.23
-18.7, 174.4, -163.0, -0.79, 0.13, 0.47
-40.8, -159.3, -139.7, -0.00, 1.50, 1.78
-61.0, 67.8, -45.0, 1.38, 0.49, -0.50
-32.0, -165.3, -122.7, -0.02, -1.20, 1.80
-5.0, 170.1, 94.9, -1.61, -0.05, 0.35
16.3, 29.1, -83.7, -1.76, 1.54, -0.17
-27.0, -48.6, -70.7, -1.08, -0.81, -1.12
-56.7, -57.4, -3.8, 1.48, 0.11, -1.52
7.9, 170.9, 112.9, -1.04, -1.54, 0.65
40.3, 69.6, -47.9, 1.98, 1.46, -1.32
39.8, 146.0, -162.6, 1.86, 0.63, 1.98
22.6, -86.6, 30.9, -1.72, -0.08, -0.15
33.5, -131.6, 125.2, 0.90, -1.06, 0.75
65.3, 133.5, 160.5, -1.68, -0.35, 1.00
-90.8, -26.8, 36.9, 0.58, -1.35, -1.81
22.8, 23.3, -63.3, 1.65, -0.53, -1.74
15.5, 98.1, 174.2, -0.10, -0.06, 0.49
27.4, 138.2, -118.3, 0.67, -1.43, 1.40
55.0, 159.4, 149.4, 1.97, -1.56, -1.37
110.0, 173.7, 100.1, -1.21, 1.09, 0.52
12.3, 7.0, 84.6, -1.59, -1.64, -0.53
-7.0, 12.4, 87.4, -1.24, -1.56, -0.07
41.3, 131.5, 168.6, 0.59, -0.44, -1.83
-30.5, -5.5, 84.6, -0.79, -1.14, -0.11
25.2, -92.7, -132.3, -0.83, 0.15, 0.13
-52.5, 41.6, 24.9, 1.76, -0.65, -1.43
-41.1, -107.4, -130.6, 0.78, 1.35, 1.14
17.8, -35.4, 82.0, 0.91, 1.60, -0.34
45.5, 57.7, 33.6, 0.93, -0.78, -1.20
52.8, -174.2, 176.7, -0.32, -0.17, -0.94
-103.5, 132.2, -122.0, -0.99, 0.30, 0.18
-44.4, -96.1, -161.1, 0.71, 0.05, 0.13
15.9, -5.6, -75.2, -0.00, 1.39, -1.42
59.3, -112.7, -102.2, -0.85, 1.51, 0.33
-47.2, -76.3, -13.2, 0.45, 0.27, -1.19
29.2, 23.6, -55.3, -1.80, -1.70, -1.60
-42.7, 131.2, -130.3, 0.70, 1.71, 1.47
8.3, 59.0, -84.2, 1.31, 1.15, -0.11
-25.9, 32.1, -59.5, -1.63, 1.17, -0.69
Collecting data ...
YPR(deg)-X,YPR(deg)-Y,YPR(deg)-Z,Acceleration(g)-X,Acceleration(g)-Y,Acceleration(g)-Z
41.1, 75.3, -59.7, -1.84, 1.16, -0.68
-54.0, 101.1, -101.6, -0.01, 0.63, 0.13
53.7, 115.9, 102.6, 1.60, -0.80, 0.18
110.2, -150.4, -176.6, -0.29, 0.04, 0.74
-26.7, -125.5, -90.7, -1.38, -1.63, 0.03
-85.5, 147.6, -90.6, 1.67, -1.44, 0.03
-35.6, -153.9, -147.2, 0.83, 1.70, -1.36
67.4, 164.5, 126.6, -1.44, 1.90, 1.56
66.9, -150.8, -122.5, 0.42, 1.72, 1.09
-67.0, -44.1, 36.3, 1.64, -1.45, -1.97
45.3, -16.4, -29.9, -0.45, 0.48, -0.84
51.4, -129.5, 170.9, 1.77, -0.32, -1.93
-7.5, 132.9, 117.4, -1.82, -0.84, 0.44
38.6, 65.2, 19.1, 1.05, -0.31, -0.96
-18.9, 173.9, -96.0, -1.29, 0.77, 0.50
-39.8, 139.0, 150.0, 1.14, -1.20, -1.91
67.5, -126.0, -128.6, 0.95, 0.97, 0.76
95.5, 152.6, 105.6, -1.77, -1.89, 0.52
-29.8, 110.0, -130.7, 1.85, 0.43, 0.36
31.2, 148.5, 122.5, 1.91, 1.97, 1.30
-84.9, -37.6, -0.1, -0.06, 0.01, -0.70
-23.6, 178.2, -108.3, -0.72, 0.11, 1.36
-116.4, 9.1, -80.4, -1.05, -0.58, -0.58
-64.8, -130.2, 117.6, -1.26, 1.59, 1.26
9.5, -145.5, 114.0, 0.19, -0.91, 0.41
-19.3, -164.1, 109.9, 0.75, -0.04, 1.47
24.8, 172.5, -111.5, -0.81, -1.68, 0.92
-29.6, 150.5, 111.5, -1.13, -1.07, 0.42
13.3, 55.7, 52.6, -1.86, -0.69, -0.52
-42.0, -120.8, -138.1, 1.52, 0.84, 0.95
82.2, -173.4, -96.5, -0.33, -1.35, 0.31
-58.4, -21.1, 8.1, 0.09, -0.29, -1.94
-44.4, 133.3, -99.1, 1.93, 1.15, 0.18
23.0, 33.2, -56.8, -1.95, 1.43, -0.94
32.1, -108.0, 132.1, 1.92, -0.66, 0.60
-8.9, 151.5, 110.1, 1.78, 1.56, 0.89
-38.6, -143.7, -158.3, 0.26, 0.53, 1.33
-8.4, -16.4, 30.2, -0.18, -1.04, -1.80
63.1, 57.1, -1.1, 1.95, 0.02, -0.82
65.1, -81.4, 32.8, 0.12, -0.06, -0.11
-106.1, 118.8, 161.1, -0.95, -0.04, 0.14
-19.3, -81.3, 38.3, -1.49, -0.30, -0.39
-26.3, -70.8, 36.4, 1.95, -0.51, -0.70
28.0, 51.7, -69.7, -1.50, 0.71, -0.26
-134.5, 156.6, -128.1, -1.36, 1.49, 1.16
40.3, -71.0, 53.1, 0.28, -1.32, -1.00
53.8, 53.3, 1.1, 0.56, -0.05, 1.85
70.6, -46.6, -30.2, 0.98, 0.73, -1.27
-87.8, -158.0, 91.5, -0.03, -1.38, 0.04
-30.1, -17.0, -66.7, 0.29, -1.33, -1.15
27.4, 113.5, 137.2, 1.31, -0.57, 0.60
86.1, -41.6, -47.4, 0.25, 0.88, -0.82
-24.5, -142.5, -114.3, 1.26, -1.52, 1.12
46.4, 59.4, -32.4, 0.90, 0.71, -1.11
-9.1, 26.0, -88.4, -1.92, -1.83, -0.06
-6.3, -20.8, -82.9, -0.35, 1.33, -0.17
71.5, 170.9, 102.3, -1.07, -1.66, 0.36
36.8, -139.5, -113.6, 1.45, -1.58, 1.05
-50.0, -105.2, 177.3, -0.01, -0.00, 0.20
28.4, -165.1, 126.8, -0.13, -1.92, 1.44
18.8, -153.2, 119.3, 0.27, -1.50, 0.84
-2.7, 129.1, -99.3, 1.46, 1.58, 0.25
13.2, 9.3, -77.1, -0.68, 0.68, -0.16
-19.1, -35.3, 80.6, 1.34, 1.43, -0.42
-21.4, 6.4, -87.0, -1.06, 0.87, -0.26
-42.9, 143.6, -174.9, -1.46, 0.11, 1.27
-56.8, -58.5, 39.7, -0.72, -1.50, -1.79
Collecting data ...
YPR(deg)-X,YPR(deg)-Y,YPR(deg)-Z,Acceleration(g)-X,Acceleration(g)-Y,Acceleration(g)-Z
-20.6, 89.8, 89.9, -0.10, -0.01, -0.00
79.3, -173.9, -170.7, -0.57, 0.28, 1.70
21.7, 21.1, -68.1, -1.91, -1.21, -1.12
27.1, 165.7, 109.4, -1.87, -0.14, 1.46
-31.8, 26.7, -65.9, 1.67, -1.11, -1.29
46.4, 35.5, 0.1, 1.19, -0.01, 1.11
68.2, -128.0, 168.9, -0.02, -0.11, 0.56
14.5, 163.7, -101.7, -1.41, -1.77, 0.46
-70.9, -52.0, 70.6, 1.69, -1.80, -0.63
-29.5, -178.2, -151.3, -0.71, 0.44, 0.80
73.9, 140.2, 163.5, -1.98, -0.42, 1.43
32.1, -22.3, 51.7, 0.60, 1.41, 1.95
28.9, 146.0, -116.0, 1.99, 1.67, 0.81
-46.8, -104.2, -132.0, 1.21, 0.37, 0.33
-88.0, -40.8, 82.0, 0.70, -1.68, -0.24
59.8, 113.0, 105.0, 0.73, -1.00, 0.27
41.7, -6.2, 22.9, -0.58, -0.83, -1.99
31.1, 6.6, 65.8, -1.38, -0.43, -1.99
-52.9, -157.3, 137.2, 0.70, 1.55, -1.34
-6.5, 23.6, 82.2, 1.87, 1.03, -0.42
-49.0, 77.4, -5.9, 1.08, 0.06, -0.48
45.0, -5.5, -51.8, -0.58, 1.81, -1.42
110.8, -155.5, 173.4, -0.31, -0.07, 0.71
-13.6, -120.1, 170.4, 0.70, -0.12, 0.75
49.2, -119.6, 165.6, -1.85, -0.38, 1.51
52.5, -25.8, -11.1, 0.75, 0.48, 1.56
53.6, 23.2, -27.0, -1.64, 1.28, 1.50
47.8, 129.6, -115.9, -1.07, 0.48, 0.23
-153.6, 176.7, 175.3, -0.52, -0.12, 1.52
-25.3, -44.2, -74.8, 1.86, -1.74, -0.62
14.8, 149.6, 114.3, 1.97, 1.51, 1.13
44.4, -27.4, 30.3, 1.00, -1.38, 1.63
20.3, -151.2, -116.6, 1.02, -1.51, 1.25
43.6, -74.6, 75.4, 0.30, -0.23, -0.05
3.8, 2.3, 85.3, -0.70, -0.19, -0.34
56.5, -151.0, 135.2, 0.12, -0.85, 0.85
22.1, 143.5, -103.7, 1.23, -1.34, 0.66
131.4, -160.8, -106.9, -0.52, 0.63, 0.20
-48.7, -82.2, 28.0, -0.98, -0.26, -0.46
-40.5, -50.2, -47.8, 0.91, 1.11, -1.01
102.0, -170.5, 160.8, -0.58, -0.59, 1.70
-67.9, 128.0, 134.5, -1.19, -0.17, 0.17
61.7, 122.9, 135.2, -0.42, -1.61, 1.63
59.7, 150.5, 92.0, 1.65, 1.29, 0.09
61.7, 14.2, 57.3, -1.45, 1.84, -1.40
62.2, -52.7, -71.7, -1.47, -1.59, -0.80
-52.7, 154.3, -117.3, -1.54, 1.67, 0.86
-61.3, 133.4, -104.6, 1.48, 1.75, 0.45
2.9, 173.7, -90.7, -0.82, 1.97, 0.02
-2.9, 28.6, 58.4, -1.89, 1.98, -1.25
13.6, -177.9, 166.7, -0.47, -0.39, 1.63
-5.4, -163.0, 139.4, 0.15, -1.46, 1.70
-5.8, -52.4, 46.1, 1.53, -1.16, -1.10
-48.9, 39.0, -7.3, 0.74, 0.38, 0.89
5.4, -16.3, 81.3, -0.08, 1.75, -0.34
-53.0, -48.8, 18.0, -0.19, -0.17, -0.48
-124.1, 168.9, -174.3, -1.04, 0.11, 1.30
-15.1, -27.9, -87.3, 0.69, -1.03, -0.14
-9.3, -176.2, -103.2, -0.67, -0.91, 0.72
-45.4, -155.6, 136.4, -0.02, -1.30, 1.37
57.6, 50.2, 57.4, 1.00, -1.50, -0.97
-117.5, 19.9, -49.6, -1.24, 0.84, -0.71
0.1, -161.1, 110.3, 0.00, 1.69, 0.85
-94.6, -33.5, 15.2, -0.14, -0.27, -1.02
95.9, 151.7, 99.2, 1.92, 1.49, 0.40
75.8, -137.9, -98.8, -1.73, -0.76, 0.49
55.0, -82.6, -60.3, 1.95, 0.31, -0.17
-10.2, -129.3, -99.1, 1.81, 1.87, 0.30
-59.8, -70.9, 65.5, -1.27, -1.01, -0.46
-39.3, 76.5, 80.6, -0.17, -0.87, -0.14
-34.7, 117.1, 95.3, 0.83, -1.38, 0.13
59.6, -14.0, -45.9, -0.05, 1.48, -1.44
-29.3, 52.2, 32.2, 1.10, -0.97, -1.52
-42.8, -33.2, 5.1, 0.29, -0.13, -1.34
27.7, 103.8, -171.4, 0.14, 0.10, 0.73
-2.5, 46.8, -50.7, 1.91, 0.87, -0.72
-132.4, 153.3, -117.9, -1.45, 0.98, 0.53
Collecting data ...
YPR(deg)-X,YPR(deg)-Y,YPR(deg)-Z,Acceleration(g)-X,Acceleration(g)-Y,Acceleration(g)-Z
44.3, 96.5, -145.8, -1.08, 0.27, 0.40
-6.1, 169.7, -118.9, -1.24, -1.71, 1.26
79.6, 172.8, 112.2, -0.96, -1.38, 0.56
11.0, 17.3, -80.5, 1.71, 0.80, -0.80
-33.2, 127.8, 120.7, 0.98, -1.50, 0.89
22.3, 53.7, -7.7, 1.18, 0.20, -1.49
52.5, 76.5, 82.1, -1.07, -1.03, -0.14
43.4, -151.0, 154.7, 0.84, -1.24, -1.37
-12.2, -1.4, -67.4, -0.71, -1.63, -0.99
24.1, 129.6, -103.1, 0.28, -1.63, 0.55
24.6, -132.0, 106.0, 1.23, -1.73, 0.50
-48.1, 10.6, -45.3, -1.46, -1.42, 1.45
45.2, 37.0, 39.0, 1.83, -1.12, -1.40
54.5, 177.1, 156.2, -0.93, -0.87, 2.00
70.0, -49.9, -62.9, -0.37, 0.35, -0.18
-18.3, 31.3, -80.5, 0.59, 0.26, -0.71
21.7, 6.3, 83.6, -1.33, -0.92, -0.56
-162.0, -3.8, 78.8, -0.64, -1.98, -0.40
-31.9, 59.0, 77.7, -0.71, 1.70, -0.51
13.0, -153.5, 129.9, 0.28, -1.29, 1.08
-87.9, 38.9, -75.0, 1.89, 1.88, -0.50
27.6, -46.4, 69.8, -1.01, 0.87, -1.16
-91.5, -151.0, -179.2, 0.33, 0.03, 1.32
20.3, 14.1, 75.2, -1.00, 1.69, -0.61
-1.5, -160.1, 128.9, 0.05, -0.93, 0.76
-8.9, -165.9, -96.1, 0.37, -1.03, 0.32
-46.2, -48.6, -26.0, 1.58, 0.75, -1.54
-36.0, 7.4, 36.5, -0.66, -1.31, -1.78
-34.1, 179.1, -117.8, -0.38, 0.63, 0.33
-3.2, 169.2, 90.6, -1.06, 0.66, 0.03
64.3, 106.5, -159.0, -1.00, 0.06, 0.16
-27.9, -59.9, -84.8, -1.23, 1.85, -0.17
-2.6, 1.9, 87.6, -0.50, -1.91, -0.08
30.6, 161.1, 96.6, -1.78, 0.54, 0.40
18.1, 73.7, 63.2, 0.26, -0.83, -0.41
48.3, -71.1, 13.5, -1.02, -0.31, -1.20
57.2, -124.2, -166.3, 1.96, 0.45, 1.87
8.9, 164.8, -146.8, -1.19, 0.64, 0.99
-36.6, -39.2, -42.4, 1.58, -1.97, 1.77
45.8, 160.8, 113.8, 1.68, 0.19, 1.68
15.5, 104.6, -111.1, 0.53, 0.65, 0.25
24.1, 10.7, 35.3, -1.33, -1.54, 1.81
-27.0, 125.9, -159.4, 1.06, 0.54, 1.43
-2.5, -170.0, 93.8, -0.03, -0.46, 0.29
46.4, 72.1, -33.5, 0.85, 0.44, -0.66
-48.9, -82.8, 14.9, 0.70, -0.17, -0.67
54.2, 45.3, -26.0, 1.72, 0.70, -1.42
24.5, -0.3, -41.8, -0.53, 1.95, 1.83
40.8, 17.1, -20.8, -1.18, 0.75, -1.96
-42.5, -144.3, -123.4, 0.31, 0.97, 0.64
-37.8, -159.8, -148.6, 0.23, 1.06, 1.73
-50.4, -71.3, 23.3, 1.49, -0.27, -0.62
36.8, -76.5, 15.7, -1.62, -0.20, -0.67
58.4, -110.3, -92.9, -0.24, 1.58, 0.08
-63.7, -3.3, 14.2, -0.56, -0.64, 1.52
-89.6, 154.5, -176.1, -1.33, 0.07, 1.28
-10.1, 122.5, -133.7, 1.12, 0.97, 0.94
-5.9, -19.7, -64.2, 0.18, -1.66, -1.14
-46.3, 9.5, -15.2, -1.50, 0.99, 0.39
38.3, 63.0, -30.8, 0.26, 0.75, -1.26
48.5, 38.7, 26.3, 1.57, -0.86, -1.75
86.5, -175.9, 157.0, -0.71, -0.59, 1.40
2.7, 37.2, -57.8, 1.55, 1.83, -1.15
-44.6, -20.4, 41.3, 0.52, 1.66, 1.32
67.4, -144.8, 158.1, -0.40, -0.20, 0.52
127.9, -16.7, -79.5, -0.29, 1.11, -0.21
-11.2, 46.6, 80.3, 1.40, -1.85, -0.32
45.3, -149.7, -127.0, 0.70, 1.79, 1.33
171.0, -56.0, -73.9, -0.16, 0.20, -0.06
28.8, -115.6, 122.6, -1.69, -1.13, 0.72
-147.6, -139.2, 90.7, -0.22, -0.30, 0.01
9.5, 152.8, -174.7, -1.18, 0.12, 1.34
-106.7, -160.0, 120.4, -0.16, -1.13, 0.66
41.5, 72.6, 18.1, 0.35, -0.31, -0.89
-41.6, -67.2, 13.9, -1.59, -0.33, -1.25
